PRODUCT,REACTANT
CCOP(=O)(OCC)c1ccc(/C=C(\C)c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1,C/C(=C\c1ccc(Br)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C.CCOP(OCC)OCC
COc1ccc(-c2nc(S(=O)c3ccc(Cl)cc3)[nH]c2-c2ccc(OC)cc2)cc1,COc1ccc(-c2nc(Sc3ccc(Cl)cc3)[nH]c2-c2ccc(OC)cc2)cc1
O=C(O)C(=O)Cc1ccccc1,O=C(O)C(O)Cc1ccccc1
O=C(Cc1cccc(Br)c1)N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1,N[C@@H](COCc1ccccc1)C(=O)Nc1ccc(Oc2ccc(F)cc2)cc1.O=C(O)Cc1cccc(Br)c1
*C(=O)CC(=O)CCC/C=C\CCCCCCCC,*C(=O)CC(=O)O.*C(=O)CCC/C=C\CCCCCCCC
*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O,*C(=O)OCC(CO)OC(*)=O.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(CN(C)Cc3ccc4c(c3)N(Cc3ccccc3)C(=O)CC4)ccc21,CI.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(CNCc3ccc4c(c3)N(Cc3ccccc3)C(=O)CC4)ccc21
Cc1ccc(S(=O)(=O)n2c(C(=O)c3cnn(-c4ccc5[nH]c(C)nc5c4)c3N)cc3ccc(I)cc32)cc1,Cc1ccc(S(=O)(=O)n2c(C(=O)c3cnn(-c4ccc5nc(C)[nH]c5c4)c3N)cc3ccc(Br)cc32)cc1
C#CCN(C(=O)COC)c1c(C)cccc1C,COCC(=O)Cl.C#CCNc1c(C)cccc1C
O=C(NO)C1CCCCN1S(=O)(=O)N1CCC(c2c[nH]c3ccc(O)cc23)CC1,O=C(O)C1CCCCN1S(=O)(=O)N1CCC(c2c[nH]c3ccc(O)cc23)CC1
CCCc1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc(C#N)n1,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1.CCCc1cc([Sn](C)(C)C)nc(C#N)n1
CC(=O)c1cnc2ccc(-c3cc(F)c(O)c(Cl)c3)cc2c1Nc1ccc(N2CCC(N(C)C(=O)OC(C)(C)C)C2)nc1,CC1(C)OB(c2cc(F)c(O)c(Cl)c2)OC1(C)C.CC(=O)c1cnc2ccc(Br)cc2c1Nc1ccc(N2CCC(N(C)C(=O)OC(C)(C)C)C2)nc1
CCc1ccc2nnc(C(N)=O)cc2c1,CCc1ccc2nnc(C(=O)Cl)cc2c1
CC(CO)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C1CCC2C3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)C3CC[C@@]21C,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C
COC(=O)c1cc([N+](=O)O)ccc1C(C)(C)C,CC(C)(C)c1ccc([N+](=O)O)cc1C(=O)O.O=C(O)O
O=C(O)c1ccc2c(c1)C(=O)CC2,O=C(O)CCc1ccc(C(=O)O)cc1
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1cnc2ccccc2n1,O=C(Cl)c1cnc2ccccc2n1.Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1N
Cc1ccc(NC(=O)[C@H](COC(C)C)Oc2ncnc3c2cnn3-c2ncccc2C(F)(F)F)nc1,Cc1ccc(NC(=O)[C@H](COC(C)C)Oc2ncnc3c2cnn3-c2ncc(Cl)cc2C(F)(F)F)nc1
OCC(CO)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P(O)(O)OC[C@@H](CO)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CN(C)C=NS(=O)(=O)c1cc(CN[C@H]2CC[C@@H](Oc3ccc4cnccc4c3Cl)CC2)ccc1Cl,N[C@H]1CC[C@@H](Oc2ccc3cnccc3c2Cl)CC1.CN(C)C=NS(=O)(=O)c1cc(C=O)ccc1Cl
COC1=C(C)C(=O)C2=C(C1=O)[C@H](COC(N)=O)[C@@]1(O)[C@@H]3[C@H](CN21)N3C,CC1=C(O)C(=O)C2=C(C1=O)N1C[C@H]3[C@H](N3C)[C@]1(O)[C@H]2COC(N)=O.C[SAH]
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1.CC(C)(Br)C(=O)O.CC(C)O
*SC(=O)CCC,*SC(=O)C=CC
C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)CC(=O)O)cc1Cl)C(F)(F)F,COC(=O)CS(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1
C/C=C(C)/C=C/C=C/C[C@@H](C)C[C@@H](C)/C=C/C(=O)[C-]1C(=O)N[C@@H](C[C@@](C)(O)C(=O)O)C1=O,C[SAH].C[SAH].C[SAH].C[C@@](O)(C[C@H](N)C(=O)O)C(=O)O.O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA]
CN1CCC[C@@H]1c1nnc2ccc(O[C@@H]3CC[C@H](N)c4ccccc43)cn12,N[C@H]1CC[C@@H](O)c2ccccc21.CN1CCC[C@@H]1c1nnc2ccc(F)cn12
CNC(=O)c1cccc(Oc2ccc(N)c([N+](=O)O)c2)c1,Nc1ccc(Cl)cc1[N+](=O)O.CNC(=O)c1cccc(O)c1
O=C(O)[C@@H]1CCC=N1,N=C(N)NCCC[C@H](N)C(=O)O
Cn1cncc1-c1cc2nc(Cl)ccc2n1Cc1ccccc1,Clc1ccc2c(cc(Br)n2Cc2ccccc2)n1.CCCC[Sn](CCCC)(CCCC)c1cncn1C
CN(Cc1ccccc1)C(=O)[C@@H]1CC(=NOCc2ccccc2)CN1C(=O)NC(=O)c1ccccc1,CC(C)(C)OC(=O)N1CC(=NOCc2ccccc2)C[C@H]1C(=O)O.O=C=NC(=O)c1ccccc1.CNCc1ccccc1
O=C(Cc1cccc(-c2ccccc2)c1)Nc1cccc2c1CC(O)CC2,O=C(Cc1cccc(Br)c1)Nc1cccc2c1CC(O)CC2.OB(O)c1ccccc1
COC(=O)c1cc2c(C)ccnc2c(F)c1Nc1ccc(Br)cc1F,COC(=O)c1cc(C(C)(C)O)c(NC=O)c(F)c1Nc1ccc(Br)cc1F
NCCCCCNCCCCN,NCCCCCN.NCCCCN
CC1C(=O)NC(=O)NC1=O,CC(C(=O)O)C(=O)NC(N)=O
Cc1cc(N2CCN(Cc3ccc(C(N)=O)cc3)C2=O)sc1C(=O)O,CCOC(=O)c1sc(N2CCN(Cc3ccc(C#N)cc3)C2=O)cc1C
O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F,COc1ccc(CN(c2ncns2)S(=O)(=O)c2cc(F)c(F)cc2F)c(OC)c1.Oc1ccc(C(F)(F)F)cc1-c1ccnnc1
O=[N+](O)c1cc(-c2ccc(Br)cc2)cnc1Cl,O=[N+](O)c1cc(-c2ccc(Br)cc2)cnc1O
CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@H](O)[C@@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
COC(=O)c1ccc(C[C@@H]2CC[C@H]([C@H](O[Si](C)(C)C(C)(C)C)c3cccnc3)N2C(=O)OC(C)(C)C)cc1,COC(=O)c1ccc(C[C@@H]2CC[C@H]([C@H](O[Si](C)(C)C(C)(C)C)c3ccc(Cl)nc3)N2C(=O)OC(C)(C)C)cc1
O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
COCc1ccc(-c2cnnc(N)n2)cc1,COCc1ccc(-c2cnnc(S(C)(=O)=O)n2)cc1
COC[C@@H](O)COP(=O)(O)O,COC[C@H](COP(=O)(O)O)OC(C)=O
Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)cc1F,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)cc1F)OCc1ccccc1
CC#Cc1cc(Cl)cc(C(=O)OC)c1N,C#CC.COC(=O)c1cc(Cl)cc(I)c1N
COc1ccc(-c2ccc3ccccc3n2)cc1,Clc1ccc2ccccc2n1.COc1ccc(B(O)O)cc1
O=C(O)C(=O)C[C@H](O)CO,O=C(O)[C@H](O)[C@@H](O)[C@H](O)CO
O=C1CC2(CC2)c2cc(Br)ccc21,Brc1ccc2c(c1)C1(CC2)CC1
N[C@@H](CO)C(=O)O,C[C@@H](O)[C@H](N)C(=O)N[C@@H](CO)C(=O)O
CN(C)C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCNCC1.CN(C)C(=O)Cl
O=C(CC[C@@H]1CC1(c1ccccc1)c1ccccc1)NCCCCc1cccnc1,NCCCCc1cccnc1.O=C(CC[C@@H]1CC1(c1ccccc1)c1ccccc1)Oc1ccc([N+](=O)O)cc1
CCc1ccc(Oc2ccc(N(CCCN)C(C)=O)cc2F)c(OCc2ccccc2)c1,CC(=O)OC(C)=O.CCc1ccc(Oc2ccc(NCCCN)cc2F)c(OCc2ccccc2)c1
CCOc1nn(C(=O)OC(C)(C)C)c2ncc([N+](=O)O)cc12,CC(C)(C)OC(=O)n1nc(O)c2cc([N+](=O)O)cnc21.CC(C)OC(=O)/N=N/C(=O)OC(C)C
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)OC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O)[C@H](O)CCCCCCCCCCCCCCC,CC(=O)OC[C@H](COP(=O)(O)OC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O)OC(C)=O.CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
CCC1=C[C@H]2[C@@H](C1)C[C@]2(CC(=O)O)CN(C)C(=O)OC(C)(C)C,C1CCOC1.CCC1=C[C@H]2[C@@H](C1)C[C@@]2(CNC(=O)OC(C)(C)C)CC(=O)O
*OP(=O)(O)OC[C@H]1O[C@@H](n2cc(CNCC(=O)O)c(=O)[nH]c2=[Se])[C@H](O)[C@@H]1OP(=O)(O)O*,*OP(=O)(O)OC[C@H]1O[C@@H](n2cc(CNCC(=O)O)c(=O)[nH]c2=S)[C@H](O)[C@@H]1OP(=O)(O)O*
Cc1cc(F)cc2c(-c3ccnc(NC4CC(C)(C)NC(C)(C)C4)n3)c[nH]c12,CC1(C)CC(Nc2nccc(Cl)n2)CC(C)(C)N1.Cc1cc(F)cc2cc[nH]c12
COC(=O)[C@H](C)N(CC(F)(F)F)c1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccc(NCC(F)(F)F)cc1C(F)(F)F.COC(=O)C(C)Br
O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)CO
COC(=O)/C(=N\O)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,ClC(c1ccccc1)(c1ccccc1)c1ccccc1.COC(=O)/C(=N\O)c1csc(N)n1
CC(=O)N[C@H]1COP(=O)(O)O[C@@H]1C,CC(=O)N[C@@H](COP(=O)(O)OCC[N+](C)(C)C)[C@@H](C)O
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CN(C)C(=O)CCN3)sc2ccccc12,CN1Cc2cc(/C=C/C(=O)O)cnc2NCCC1=O.CNCc1sc2ccccc2c1C
COC(=O)c1c[nH]c(-c2cc(Oc3cccc(NC(=O)c4occc4C)c3)ccn2)c1,COC(=O)c1c[nH]c(-c2cc(Oc3cccc(N)c3)ccn2)c1.Cc1ccoc1C(=O)O
CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O.N[C@@H](CS)C(=O)O
O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,O=C(CC(=O)c1c(O)cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O)c1ccc(O)c(O)c1
Cc1ncc(COP(=O)(O)O)c(CO)c1O,Cc1ncc(COP(=O)(O)O)c(C=O)c1O
Cc1nnc(-c2ccc(C)c(OCc3nn(C)c4ncnc(Cl)c34)c2)o1,Cc1nnc(-c2ccc(C)c(O)c2)o1.Cn1nc(CBr)c2c(Cl)ncnc21
*N[C@@H](CO[C@@H]1OC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](OC8O[C@H](C(=O)O)[C@@H](O*)[C@H](O)[C@H]8O)[C@H]7NC(C)=O)[C@H](O)[C@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)C(*)=O,*N[C@@H](CO[C@@H]1OC[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](OC8O[C@H](C(=O)O)[C@@H](O*)[C@H](O)[C@H]8OS(=O)(=O)O)[C@H]7NC(C)=O)[C@H](O)[C@H]6OS(=O)(=O)O)[C@H]5NC(C)=O)[C@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)C(*)=O
COC(=O)c1cc(=O)c2cc(OC)cc(N)c2o1,COC(=O)c1cc(=O)c2cc(OC)cc([N+](=O)O)c2o1
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CSCC(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
COc1cc2c(nc1OC)c(-c1cc3c(CCl)ccnc3n1S(=O)(=O)c1ccc(C)cc1)cn2C,COc1cc2c(nc1OC)c(-c1cc3c(CO)ccnc3n1S(=O)(=O)c1ccc(C)cc1)cn2C
CCc1cc(-c2cccc(CN3CCCC3)n2)c(C)[nH]c1=O,C1CCNC1.CCc1cc(-c2cccc(C=O)n2)c(C)[nH]c1=O
Oc1ncc(C(F)(F)F)cc1Br,O=c1ccc(C(F)(F)F)c[nH]1
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(=O)[CoA]
CN(C)c1ccc(NO)cc1,CN(C)c1ccc(N=O)cc1
CC#CCn1c(N2CCNCC2)nc2nc(OCC(=O)OCC)n(C)c(=O)c21,CC#CCn1c(N2CCN(C(=O)OC(C)(C)C)CC2)nc2nc(Cl)n(C)c(=O)c21.CCOC(=O)CO
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@@H]2CC[C@@H]1C3,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)CO)[C@@H]2CC[C@@H]1C3
Nc1nc(-n2ncc3ccccc32)nc(Cl)c1Br,CS(=O)c1nc(N)c(Br)c(Cl)n1.c1ccc2[nH]ncc2c1
CCCCCC(O)/C=C/C=C\C=C\C(O)C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
NC(=O)Cn1c(-c2cccc(Cl)c2)nc2cccnc21,NC(=O)CNc1ncccc1NC(=O)c1cccc(Cl)c1
CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3,CC1(C)c2[nH]c3ccc(Cl)cc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3
CC(=O)O,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O
NC1CCN(CCCC(=O)c2ccccc2)CC1,O=C(CCCN1CCC(NC(=O)c2ccccc2)CC1)c1ccccc1
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,COc1ccc2c(c1OC)C(O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
O=C1Cc2c(cccc2-c2ccncc2)N1,c1cc(-c2ccncc2)c2cc[nH]c2c1
CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O,CC(=O)[CoA].CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NCC1(c2ccc(Cl)nc2)CCCCC1,N#CC1(c2ccc(Cl)nc2)CCCCC1
COc1oc(/C=C/C(C)=C/C(C)=C/c2ccc([N+](=O)O)cc2)c(C)c(=O)c1C,COc1oc([C@H](O)C/C(C)=C/C(C)=C/c2ccc([N+](=O)O)cc2)c(C)c(=O)c1C
COC(=O)c1cc(C)c2cccc(C(C)C)c2n1,CCOC(C)=O.COC(=O)c1cc(OS(=O)(=O)C(F)(F)F)c2cccc(C(C)C)c2n1
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1
Cn1nnc(-c2cccc(CCOCCC(=O)O)c2)n1,Cn1nnc(-c2cccc(CCOCCC(=O)OC(C)(C)C)c2)n1
C[C@@H]1COCCN1c1cc(C2(S(C)=O)CCOCC2)nc(Cl)n1,BrCCOCCBr.C[C@@H]1COCCN1c1cc(CS(C)=O)nc(Cl)n1
CNC(=O)CC1CN=C(c2cc3cc(Oc4ccc(S(C)(=O)=O)nc4)cc(OC4CCOCC4)c3[nH]2)S1,On1nnc2ccccc21.CS(=O)(=O)c1ccc(Oc2cc(OC3CCOCC3)c3[nH]c(C4=NCC(CC(=O)O)S4)cc3c2)cn1
NCCCNCCCCNC(=O)CC(O)(CC(=O)NCCCCNCCCNC(=O)c1ccc(O)c(O)c1)C(=O)O,*N[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)c(O)c1)C(*)=O.NCCCNCCCCNC(=O)CC(O)(CC(=O)NCCCCNCCCN)C(=O)O
CC(=O)N[C@@H]1[C@@H](O)[C@@H](N)[C@H](C)O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@@H](C)C(=O)[C@@H]1O
Nc1ccc(Br)c(O)c1,COc1cc(N)ccc1Br
CC(O)CCC/C=C\C/C=C\CCCCCCCC(=O)O,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
Cc1ccc(C(=O)OC(C)(C)C)cc1,CC(C)(C)O.Cc1ccc(C(=O)Cl)cc1
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,C/C(=C\Cc1cc(O)c(C)c(C)c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
CC(=O)N[C@@H](CCC(C(=O)O)C(N)C(=O)O)C(=O)O,CC(=O)N[C@@H](CCC(C(=O)O)C(=O)C(=O)O)C(=O)O
CC(C)OC(=O)N1CC2CC1CN2c1ccc2ncc(Br)n2n1,Fc1ccc2ncc(Br)n2n1.CC(C)OC(=O)N1C[C@@H]2C[C@H]1CN2
CCOC(=O)C(=Cc1ccc(-c2ccc(Cl)cc2)o1)C(=O)OCC,O=Cc1ccc(-c2ccc(Cl)cc2)o1.CCOC(=O)CC(=O)OCC
COC(=O)c1ccc2c(c1)CC[C@@H]2N,COC(=O)c1ccc2c(c1)CC[C@@H]2N[C@@H](C)c1ccc(OC)cc1
NCCCCC(N)C(=O)N1CCCC1C(=O)O,CC(=O)N[C@@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O
O=C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
NC1c2ccccc2-c2c(-c3nc4ccc(F)cc4[nH]3)cccc21,ON=C1c2ccccc2-c2c1cccc2-c1nc2ccc(F)cc2[nH]1
CN(C)Cc1[nH]c2cccc3c2c1CCCN3C(=O)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,CC=[N+]=CC.ClCCl.O=C(Nc1ccc(C(=O)N2CCCc3c[nH]c4cccc2c34)cc1)c1ccccc1-c1ccccc1
COc1cc(O)cc(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O,COc1cc(O)cc(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1N
NC(CSc1cc(C[C@H](N)C(=O)O)cc(O)c1O)C(=O)NCC(=O)O,NC(Cc1cc(O)c(O)c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1)C(=O)O
Cc1cc(Br)cc2c1C(=O)N(Cc1ccc(Oc3ccccc3)cc1)C2,NCc1ccc(Oc2ccccc2)cc1.COC(=O)c1c(C)cc(Br)cc1CBr
COc1ccc(Cn2cc3c(n2)C(=O)N(c2cc(C)c(=O)n(C)c2)C3c2ccc(Cl)cc2)cc1,COc1ccc(Cn2cc(C(Nc3cc(C)c(=O)n(C)c3)c3ccc(Cl)cc3)c(C(=O)O)n2)cc1
CCOC(=O)c1ccccc1NNC(=O)c1ccc(Nc2nccs2)cc1,O=C(O)c1ccc(Nc2nccs2)cc1.On1nnc2ccccc21.CCOC(=O)c1cccnc1NN
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)c(Cl)c2)C1,CS(=O)(=O)OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1.Oc1ccc(CN2CC3(COC3)C2)c(Cl)c1
CCCC[Sn](CCCC)(CCCC)COCCCN1CCOCC1,OCCCN1CCOCC1.CCCC[Sn](CI)(CCCC)CCCC
CC1Cn2c(nc3cc(Br)ccc3c2=O)CN1C(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(Br)ccc1C(=O)O.CC1CNC(=O)CN1C(=O)OCC1c2ccccc2-c2ccccc21
O=C1N[C@@H](Cc2ccccc2)[C@@H](CO)O1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CO
CC(C)(C)OC(=O)N1CCC(C#Cc2ncccn2)CC1,Brc1ncccn1.C#CC1CCN(C(=O)OC(C)(C)C)CC1
O=C(Nc1cnc(-c2ccccn2)nc1O)OCc1ccccc1,CCN(CC)CC.O=C(O)c1cnc(-c2ccccn2)nc1O.OCc1ccccc1
COCCOCOc1c(C(C)(C)C)nc(C(=O)OC)nc1C(C)(C)C,COC(=O)c1nc(C(C)(C)C)c(O)c(C(C)(C)C)n1.COCCOCCl
N#CCC1CN(Cc2ccccc2)CC1c1cc(Br)cs1,Cc1ccc(S(=O)(=O)OCC2CN(Cc3ccccc3)CC2c2cc(Br)cs2)cc1.[C-]#N
Nc1nc(C(F)(F)F)c(N2CCCC2)nc1C(=O)Nc1cc(C(F)(F)F)n[nH]1,Nc1nc(C(F)(F)F)c(Br)nc1C(=O)Nc1cc(C(F)(F)F)n[nH]1.C1CCNC1
CCCCCCCCCCCCCCCCCC(=O)OP(=O)(O)O,CCCCCCCCCCCCCCCCCC(=O)O
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C=C(O)C(=O)[C@H](C)O3)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3CC(=O)[C@@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2S(=O)c2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Sc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
O=C(O)CC(=O)[CoA],O=C(O)CC(=O)O
CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)(O)O,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O)OC(C)=O
CCCCOc1ccc2c(c1-c1ncnc3c(C(=O)NC4CCCN(C(=O)CC)C4)c[nH]c13)OCO2,CCC(=O)Cl.CCCCOc1ccc2c(c1-c1ncnc3c(C(=O)NC4CCCNC4)c[nH]c13)OCO2
CN1CCn2c1cc(OCc1ccc(Oc3ccc(C#N)c(Cl)c3)c(F)c1)nc2=O,N#Cc1ccc(Oc2ccc(CO)cc2F)cc1Cl.CN1CCn2c1cc(Cl)nc2=O
[C-]#[N+]Cc1nc(-c2ccccc2)c(-c2ccccc2)o1,CN(C=O)c1nc(-c2ccccc2)c(-c2ccccc2)o1.CCN(CC)CC
C[C@@H](O)CC(=O)N[C@@H](CCO)C(=O)O,C[C@@H](O)CC(=O)N[C@H]1CCOC1=O
COc1ccc2[nH]c(=O)n(-c3ccc(Cl)cc3)c(=O)c2c1OC,O=C=Nc1ccc(Cl)cc1.CCOC(=O)c1c(N)ccc(OC)c1OC
