PRODUCT,REACTANT
CCN(CC)CCCCCc1ccccc1S(=O)(=O)Nc1ccc2c(c1C(=O)OC)CCCC2,CCN(CC)CCC/C=C\c1ccccc1S(=O)(=O)Nc1ccc2c(c1C(=O)OC)CCCC2
O=c1[nH]cnc2cc(C(c3ccccc3)n3ccnc3)ccc12,NC(=O)c1ccc(C(c2ccccc2)n2ccnc2)cc1N.COC(OC)OC
C=C(C(=O)OC(C)(C)C)c1ccc([N+](=O)O)cc1F,CC(C)(C)OC(=O)Cc1ccc([N+](=O)O)cc1F.CN(C)CN(C)C
COc1cccc(COCC#CCOc2nc(-c3ncccn3)nc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)c2Oc2ccccc2OC)c1,COc1ccccc1Oc1c(Cl)nc(-c2ncccn2)nc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1.COc1cccc(COCC#CCO)c1
CN(C)S(=O)(=O)Cc1ccccc1S(N)(=O)=O,CN(C)S(=O)(=O)Cc1ccccc1N
CCc1cc2c(NCc3cccc([N+](=O)O)c3)nc(-n3ccnc3)nc2s1,CCc1cc2c(NCc3cccc([N+](=O)O)c3)nc(Cl)nc2s1.c1c[nH]cn1
CN1CC2c3ccccc3C3CC2(C1)c1ccccc13,CN1C=C2c3ccccc3C3CC2(C1)c1ccccc13
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
COc1cc(C2OCCO2)cc(CN)c1OC,COc1cc(C2OCCO2)cc(C#N)c1OC
C[C@@H](O)C=O,CC(O)CO
NC(CP(=O)(O)O)C(=O)O,CC(=O)N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O.O=C(O)C(=O)CP(=O)(O)O
CN(C)[C@@H]1CCN(C(=O)c2nc3c(s2)CCOc2cc(-c4cn[nH]c4)ccc2-3)C1,O=C(O)c1nc2c(s1)CCOc1cc(-c3cn[nH]c3)ccc1-2.CN(C)[C@@H]1CCNC1
CC1(C)Cn2c(cc(OCc3cc(F)c(Oc4ccc(C(F)(F)F)nc4)c(F)c3)nc2=O)N1,CC(C)(C)OC(=O)N1c2cc(OCc3cc(F)c(Oc4ccc(C(F)(F)F)nc4)c(F)c3)nc(=O)n2CC1(C)C
COC(=O)Cn1c(N2CCC(NC(=O)OC(C)(C)C)CC2)nc(Cl)c(Cl)c1=O,CC(C)(C)OC(=O)NC1CCNCC1.COC(=O)Cn1c(Cl)nc(Cl)c(Cl)c1=O
*C(=O)/C=C/CCCCCCCCCCCCC,*C(=O)C[C@H](O)CCCCCCCCCCCCC
COc1cc2nc(NCCO)ccc2cc1[N+](=O)O,NCCO.COc1cc2nc(Cl)ccc2cc1[N+](=O)O
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3C(=O)Nc3cc(O)cc(F)c3)n(-c3ccccc3)c(=O)c12,Nc1ncnc(Br)c1C(=O)Nc1cc(O)cc(F)c1.Cc1ccn2nc([C@H](C)N)n(-c3ccccc3)c(=O)c12
CCOC(=O)C(=Cc1ccc(C(=O)O)cc1)C(=O)C(C)C,O=Cc1ccc(C(=O)O)cc1.CCOC(=O)CC(=O)C(C)C
N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCO3,ClCBr.N#Cc1cnc2cc(O)c(O)cc2c1Nc1cccc(Br)c1
C=C(C(=O)NCc1ccnc(-c2ccc(OC(F)(F)F)cc2)c1)N(CC)S(=O)(=O)c1ccc(F)cc1,NCc1ccnc(-c2ccc(OC(F)(F)F)cc2)c1.C=C(C(=O)O)N(CC)S(=O)(=O)c1ccc(F)cc1
CN(C(=O)NCc1ccccc1)[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,O=C=NCc1ccccc1.CN[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CNC(=O)c1c2cc(C3CC3)c(N(CC=O)S(C)(=O)=O)cc2nn1-c1ccc(C)cn1,CNC(=O)c1c2cc(C3CC3)c(N(CCO)S(C)(=O)=O)cc2nn1-c1ccc(C)cn1
*OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)(O)O*,*OP(=O)(O)OC[C@H]1O[C@@H](n2cc(NCCCS(=O)(=O)O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)(O)O*
CCOC(=O)c1ccc(N/C(=C2\C(=O)Nc3cc(-c4ccccc4C)ccc32)c2ccccc2)cc1,CCOC(=O)c1ccc(N)cc1.CCOC(=C1C(=O)N(C(C)=O)c2cc(-c3ccccc3C)ccc21)c1ccccc1
N#Cc1cc(Cl)c(C(=O)Nc2ccnc(Cl)c2[N+](=O)O)c(Cl)c1,N#Cc1cc(Cl)c(C(=O)Cl)c(Cl)c1.Nc1ccnc(Cl)c1[N+](=O)O
CCc1cccc2cn[nH]c12,CCc1cc(Br)cc2cn[nH]c12
Nc1ncc(-c2cnn(CC3OCCO3)c2)nc1C(=O)Nc1ccncc1,CC1(C)OB(c2cnn(CC3OCCO3)c2)OC1(C)C.Nc1ncc(Br)nc1C(=O)Nc1ccncc1
CO,COC(C)=O
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,Nc1ccc(Oc2ncccc2-c2ccnc(N)n2)cc1.Cc1csc(-c2nnc(Cl)c3ccccc23)c1
CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(OCC(=O)OCc3ccccc3)c3ccccc3n2)CC1,O=C(CBr)OCc1ccccc1.CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(O)c3ccccc3n2)CC1
CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCN(CCS(C)(=O)=O)CC1,COc1ccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)cc1C(=O)Nc1c(F)cccc1F.CCc1cc(N)c(OC)cc1N1CCN(CCS(C)(=O)=O)CC1
*OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1OP(=O)(O)O*,*OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)(O)O*.C[SAH]
C[C@@H](C=O)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
*OCC(=O)COP(=O)(O)O,*OCC(COP(=O)(O)O)OC(*)=O
C[C@@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)[CoA],C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)[CoA]
Cc1nc(N2CCN(CC(C)C)C2=O)sc1C(=O)NCc1cocn1,NCc1cocn1.Cc1nc(N2CCN(CC(C)C)C2=O)sc1C(=O)O
OCCc1ccccc1,O[C@H]1[C@H](O)[C@@H](O)[C@H](OCCc2ccccc2)O[C@@H]1CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
COc1ccc(-c2nn3c(NCCCCNC(=O)NS(=O)(=O)c4ccc(C)cc4)cccc3c2-c2ccnc(NC3CCCC3)n2)cc1,COc1ccc(-c2nn3c(NCCCCN)cccc3c2-c2ccnc(NC3CCCC3)n2)cc1.Cc1ccc(S(=O)(=O)N=C=O)cc1
COc1ccc(Oc2cnc(OC(=O)N(C)c3ccccc3)nc2)cc1,CN(C(=O)Cl)c1ccccc1.COc1ccc(Oc2cnc(O)nc2)cc1
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(c3c(OCc4ccccc4)c(=O)c3=O)CS[C@H]12)c1csc(N)n1,NC1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(c3c(OCc4ccccc4)c(=O)c3=O)CS[C@H]12.CO/N=C(\C(=O)n1nnn(C)c1=S)c1csc(N)n1
COc1ccc(-c2nn(COCC[Si](C)(C)C)c3c2Cc2sc(-c4ccc(OC)c(OC)c4)cc2-3)cc1,COc1ccc(-c2nn(COCC[Si](C)(C)C)c3c2Cc2sc(Br)cc2-3)cc1.COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3/C(=C/F)C[C@@]21C,CC#C[Mg]Br.C[C@]12C/C(=C\F)[C@H]3[C@@H](CCC4=CCCC[C@@H]43)[C@@H]1CCC2=O
CCOC(=O)c1cnn(Cc2csc(-c3cccc(C(F)(F)F)c3)n2)c1,FC(F)(F)c1cccc(-c2nc(CCl)cs2)c1.CCOC(=O)c1cn[nH]c1
CCN(Cc1cccnc1)C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1ccccc1C,CCNCc1cccnc1.Cc1ccc(N(CC(=O)O)S(=O)(=O)c2ccccc2C)cc1
COC(=O)C1CCN(c2ncc(Cl)cc2NC(=O)c2cccc(Cl)c2)CC1,O=C(Cl)c1cccc(Cl)c1.COC(=O)C1CCN(c2ncc(Cl)cc2N)CC1
C/C=C/C=C/CCC[C@@H](C)C(O)c1c(O)c(-c2ccccc2)c[nH]c1=O,C/C=C/C=C/CCC[C@@H](C)C(=O)c1c(O)c(-c2ccccc2)c[nH]c1=O
O=C1NS(=O)(=O)c2cccc(Cl)c21,COC(=O)c1c(N)cccc1Cl.Cc1cccc2c1C(=O)NS2(=O)=O
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)cc(C(=O)N[C@H](C)c2cccc3ccccc23)cc1C,COC(=O)[C@@H](N)CNC(=O)c1cccs1.Cc1cc(C(=O)N[C@H](C)c2cccc3ccccc23)cc(C)c1C(=O)O
*OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC[C@H]4O[C@@H](O*)[C@H](NC(C)=O)[C@@H](O)[C@@H]4O)[C@H](NC(C)=O)[C@@H](O)[C@@H]3O)[C@H](NC(C)=O)[C@@H](O)[C@@H]2O)[C@H](NC(C)=O)[C@@H](O)[C@@H]1O,*OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC[C@H]4O[C@@H](O*)[C@H](NC(C)=O)[C@@H](O)[C@@H]4O)[C@H](NC(C)=O)[C@@H](O)[C@@H]3O)[C@H](N)[C@@H](O)[C@@H]2O)[C@H](NC(C)=O)[C@@H](O)[C@@H]1O.CC(=O)O
NCCO,CCCCCC/C=C\CCCCCCCC(=O)NCCO
CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCc2cc(C(=O)O)c(C(F)(F)F)nc2C1)Cc1cc(F)ccc1F,CCOC(=O)c1cc2c(nc1C(F)(F)F)CN(C(=O)C[C@@H](Cc1cc(F)ccc1F)NC(=O)OC(C)(C)C)CC2
COc1ccc2c(c1)O[C@H]1c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3OC[C@@H]21,COc1ccc2c(c1)O[C@H]1c3ccc(O[C@@H]4O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3OC[C@@H]21
CSc1ncc2c(n1)NC(=O)N(c1cc([N+](=O)O)ccc1C)C2,O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl.CSc1ncc(CNc2cc([N+](=O)O)ccc2C)c(N)n1
O=C(O)[C@@H](CO)OP(=O)(O)O,O=C(O)[C@H](O)COP(=O)(O)O
CC(C)n1c(N)nc2ccc(C(=CC#N)c3ccccc3)cc21,CC#N.CC(C)n1c(N)nc2ccc(C(=O)c3ccccc3)cc21
CN1CCCC(COc2ccc(NC=C3C(=O)Nc4cc(F)ccc43)cc2)C1,O=C1Nc2cc(F)ccc2C1=CO.CN1CCCC(COc2ccc(N)cc2)C1
O=c1[nH]nc(CC2CCCCC2)cc1O,O=c1[nH]nc(CCc2ccccc2)cc1O
CC1SC(=O)NN=C1c1ccc2c(c1)C(=NNc1cccnc1)C(=O)N2,NNc1cccnc1.CC1SC(=O)NN=C1c1ccc2c(c1)C(=Nc1ccccc1)C(=O)N2
CC(C)CN(C[C@@H]1CNC[C@H]1CO)S(=O)(=O)c1ccccc1,CC(C)CN(C[C@@H]1CNC[C@H]1C(C)(C)O[SiH2]C(C)(C)C)S(=O)(=O)c1ccccc1
COc1cc(-c2ccc(-c3nccc4cc(S(=O)(=O)Nc5ccncn5)ccc34)c(OC)c2)ccc1F,COc1cc(B(O)O)ccc1F.COc1cc(Cl)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12
O=C(Sc1ncnn1CC(O)(Cc1ccccc1Cl)C1(Cl)CC1)c1ccc(Cl)cc1,O=C(Cl)c1ccc(Cl)cc1.OC(Cc1ccccc1Cl)(Cn1ncnc1S)C1(Cl)CC1
CC1=CCC(CO)(C2C3CCC(C3)C2(C)C)CC1,CC1=CCC(C=O)(C2C3CCC(C3)C2(C)C)CC1
CC(C)(C)OC(=O)NC1CN(C(=O)c2ccc(F)c(F)c2Nc2ccc(I)cc2F)C1,O=C(O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F.CC(C)(C)OC(=O)NC1CNC1
O=c1[nH]ccc2cc(Br)ccc12,CN(C)/C=C/c1cc(Br)ccc1C#N
CCCCCCCCCCc1cnc(-c2ccc(-c3ccc4c(c3)CC(CCCCCCCC)C4)c(F)c2)nc1,CCCCCCCCC1Cc2ccc(B(O)O)cc2C1.CCCCCCCCCCc1cnc(-c2ccc(OS(=O)(=O)C(F)(F)F)c(F)c2)nc1
COC(=O)CC1CN(Cc2ccccc2)CCN1,COC(=O)/C=C/CN(CCNC(c1ccccc1)(c1ccccc1)c1ccccc1)Cc1ccccc1
C=C(C(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O)[C@H](O)CO,C=C1C(=O)OC[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](OP(=O)(O)O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,CS(=O)(=O)c1ccc(CN)nc1.Cc1c(-c2ccnn2C)cc(C(=O)O)c(=O)n1-c1cccc(C(F)(F)F)c1
O=C(O)c1cc(N2CCCCC2)ccc1OCc1ccccc1,COC(=O)c1cc(N2CCCCC2)ccc1OCc1ccccc1
O=c1[nH]c2c(F)c(F)c(F)c(F)c2c(=O)n1OCc1ccccc1,Nc1c(F)c(F)c(F)c(F)c1C(=O)NOCc1ccccc1.O=C(Cl)Cl
CCOC(=O)C(C(C)=O)c1ccccc1C(=O)O,O=C(O)c1ccccc1Br.CCOC(=O)CC(C)=O
C=C(C)COC(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cc1,O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl.C=C(C)CO.COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC
C[C@H](O)C=O,C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)(O)O
COc1ccc([C@]2(CCN3CCC(N4CCCCC4)CC3)CCN(C(=O)c3ccccc3OC)C2)cc1OC,C1CCN(C2CCNCC2)CC1.COc1ccc([C@@]2(CCOS(C)(=O)=O)CCN(C(=O)c3ccccc3OC)C2)cc1OC
*C(=O)CC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC,*C(=O)CC(=O)O.*C(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCC
CC(=O)NCP(=O)(O)O[C@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,CC(=O)NCP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
Clc1ccc(CN[C@H]2CCNC2)c(Cl)c1,CC(C)(C)OC(=O)N1CC[C@H](NCc2ccc(Cl)cc2Cl)C1
CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)OC
O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)o1)OCCN1CCOCC1,O=C(CCl)OCCN1CCOCC1.S=c1[nH]c(-c2ccccc2)c(-c2ccccc2)o1
N[C@@H](CCC(=O)O)C(=O)O,C[C@H](N)C(=O)O.O=C(O)CCC(=O)C(=O)O
CC(=O)c1ccc2c(c1)oc(=O)n2CCCN1CCC(c2noc3cc(F)ccc23)CC1,Fc1ccc2c(C3CCNCC3)noc2c1.CC(=O)c1ccc2c(c1)oc(=O)n2CCCCl
*C1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,*C1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O
C[C@@]1(CC(N)=O)C2=[N+]3[C@@H](C[C@]45NC(=O)C[C@@]4(C)[C@H](CCC(=O)O)C4=[N+]5[Ni-2]35N3C(=C4)[C@@H](CC(=O)O)[C@H](CCC(=O)O)C3=C3C(=O)CC[C@@H]4C3=[N+]5C(C2)[C@H]4CC(=O)O)[C@H]1CCC(=O)O,C[C@@]1(CC(N)=O)C2=[N+]3[C@@H](C[C@]45NC(=O)C[C@@]4(C)[C@H](CCC(=O)O)C4=[N+]5[Ni-2]35N3C(=CC6=[N+]5C(C2)[C@@H](CC(=O)O)C6CCC(=O)O)[C@@H](CCC(=O)O)[C@H](CC(=O)O)C3=C4)[C@H]1CCC(=O)O
CCCOc1ccc(C2CNC(=O)N2c2ccc3[nH]cnc3c2)cc1,Nc1ccc2nc[nH]c2c1.O=C(n1ccnc1)n1ccnc1.CCCOc1ccc(C=O)cc1
CC(C)Nc1nc2c(nc1N1CCC([C@H](F)c3ccc(F)cc3F)CC1)CCN(C=O)C2,O=COc1ccccc1.CC(C)Nc1nc2c(nc1N1CCC([C@H](F)c3ccc(F)cc3F)CC1)CCNC2
C[N+](C)(C)C[C@H](O)CC(=O)O,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
Nc1ccc(-c2ccccc2)cc1N,Nc1ccc(-c2ccc3ccccc3c2)cc1[N+](=O)O
CC(=NO)C1CN(C(=O)N2CCN(S(C)(=O)=O)CC2)CC1c1ccc(Cl)c(Cl)c1,CC(=O)C1CN(C(=O)N2CCN(S(C)(=O)=O)CC2)CC1c1ccc(Cl)c(Cl)c1
CCOC(=O)[C@H](CC(F)CCNC(=O)[C@@H](NC(=O)OC)C(c1ccccc1)c1ccccc1)NS(=O)(=O)c1ccc([N+](=O)O)cc1,CCOC(=O)[C@@H](N)CC(F)CCNC(=O)[C@@H](NC(=O)OC)C(c1ccccc1)c1ccccc1.O=[N+](O)c1ccc(S(=O)(=O)Cl)cc1
O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3cccc(C(=O)O)c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
NC(=O)N[C@@H]1CCNC1,CC(C)(C)OC(=O)N1CC[C@@H](NC(N)=O)C1
COc1cc(N2CCc3cc(O)ccc3C2=O)ccc1N1CCCNCC1,COc1ccc2c(c1)CCN(c1ccc(N3CCCN(C(=O)OC(C)(C)C)CC3)c(OC)c1)C2=O
NCCOc1ccc2c(c1)C(C1(c3cccc(Cl)n3)CCC1)=NCC2,CC(C)(C)OC(=O)NCCOc1ccc2c(c1)C(C1(c3cccc(Cl)n3)CCC1)=NCC2
COc1ccc(C(OC(C)=O)C(COC(C)=O)[N+](=O)O)cc1OC,CC(=O)Cl.CC(=O)OC(C)=O.COc1ccc(C(O)C(CO)[N+](=O)O)cc1OC
N#CC(CC1CCCC1)c1ccc2sccc2c1,CC(C)(C)OC(=O)Nc1cccc(Cn2ccc(NC(=O)[C@H](CC3CCCC3)c3ccc(S(C)(=O)=O)c(Cl)c3)n2)c1.N#CCc1ccc2sccc2c1
COC(=O)N1CCN(c2ccc(NC(=O)Cc3ccc(-c4ccnc(C)c4)cc3)nc2)CC1,COC(=O)Cl.Cc1cc(-c2ccc(CC(=O)Nc3ccc(N4CCNCC4)cn3)cc2)ccn1
COC(=O)c1ccc(S(=O)(=O)N(C(=O)OC(C)(C)C)c2nc3ccccn3c2C(C)C)cc1,COC(=O)c1ccc(S(=O)(=O)Cl)cc1.CC(C)c1c(NC(=O)OC(C)(C)C)nc2ccccn12
CCOc1nc2cccc(C(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
COC(=O)c1ccc(F)cc1OCCCCNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCCCO.COC(=O)c1ccc(F)cc1O
COP(=O)(O)OC[C@@H](CO)OC(C)=O,COP(=O)(O)OC[C@@H](COC(C)=O)OC(C)=O
COC(=O)Cc1ccc(O)c(-c2cnc3c(c2)c(-c2ccccc2OC)nn3COCC[Si](C)(C)C)n1,COC(=O)C(O)c1cccc(Br)n1.COc1ccccc1-c1nn(COCC[Si](C)(C)C)c2ncc(B3OC(C)(C)C(C)(C)O3)cc12
CCOC(=O)c1nc2n(c(=O)c1O)CC1CCC2(NC(=O)OCc2ccccc2)CC1,CCOC(=O)C1=C(OS(C)(=O)=O)CNC(C2(NC(=O)OCc3ccccc3)CCC(COS(C)(=O)=O)CC2)=N1
CC(C)(C)c1ccc(C(Cc2ccc(N)cc2)C(=O)Nc2ccccc2-c2ccc3cccc-3o2)cc1,CC(C)(C)c1ccc(C(Cc2ccc([N+](=O)O)cc2)C(=O)Nc2ccccc2-c2ccc3cccc-3o2)cc1
CN(C(=O)Oc1cccc(-c2ccccc2)c1)c1ccccc1,Oc1cccc(-c2ccccc2)c1.CN(C(=O)Cl)c1ccccc1
c1cc(-c2nsc(N3CCNCC3)n2)cs1,CC(C)(C)OC(=O)N1CCN(c2nc(-c3ccsc3)ns2)CC1
CC(C)(C)[C@H]1N(c2ccc(C#N)c3ccccc23)C(=O)[C@@H]2C[C@@H](OCc3ccccc3)CN21,N#Cc1ccc(NC(=O)[C@@H]2C[C@@H](OCc3ccccc3)CN2)c2ccccc12.CC(C)(C)C=O
O=C(/C=C/c1ccccc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=C(O)/C=C/c1ccccc1.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
COC(=O)C1(CC(=O)c2ccc(-c3ccc([N+](=O)O)cc3)cc2)CCOCC1,COC(=O)C1(CC(=O)c2ccc(Br)cc2)CCOCC1.O=[N+](O)c1ccc(B(O)O)cc1
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,O=C1O[C@@H]2[C@@H](O)CO[C@]2(O)C1(O)Cc1c[nH]c2ccccc12
N[C@@H](CO)C(=O)O,N[C@@H](CO)C(=O)NCC(=O)O
CN[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1(O)C(=O)c2c(cc3cc(O)cc(O)c3c2O)CC1(O)CC(C)=O)C(C)=O,CN[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1C(=O)c2c(cc3cc(O)cc(O)c3c2O)CC1(O)CC(C)=O)C(C)=O
C[Si](C)(C)c1cc(C(O)CCCc2ccccc2)co1,Br[Mg]CCCc1ccccc1.C[Si](C)(C)c1cc(C=O)co1
CCCCCCCC1(F)C=CC(N)=CC1C,CCCC(CCC)OS(C)(=O)=O.Cc1cc(N)ccc1F
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
O=C1NCCc2cc(Cl)c(Cl)cc21,CCOC(=O)NCCc1ccc(Cl)c(Cl)c1
O=Cc1c[nH]c(-c2ccc(C3CCCCC3)cc2)c1,OCc1c[nH]c(-c2ccc(C3CCCCC3)cc2)c1
Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CN2
COc1ccccc1S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,CC(O)(C(=O)O)C(F)(F)F.COc1ccccc1S(=O)(=O)c1ccc(N)cc1
Fc1ccc(Br)cc1COCCCC1CCCNC1,CC(C)(C)OC(=O)N1CCCC(CCCOCc2cc(Br)ccc2F)C1
*CCCC(=O)[CoA],*CCCC(=O)O
